,0,1
114,7149429.25371678,232455.80041619577
115,13559037.85398078,230780.30738162063
116,5134963.641675,128308.04062341899
117,14032791.705913767,731120.9336000197
118,13400727.935104739,796189.8731890842
119,28207613.075249597,2039837.3929770254
120,9260970.758991655,881160.9949949207
121,8771255.85326112,15881.75671400316
122,16643609.96331357,1002740.2415791359
123,4501551.221596035,224052.35674221907
124,4484725.08590484,206403.1439710455
125,10905148.694182772,619207.3226801641
126,4502453.016326107,242556.96235113125
127,8303092.250197745,320157.56499670167
128,19747842.43245176,1306671.1928514019
129,19827377.437571984,1445946.2610920481
130,14002460.762801388,572800.0914015546
131,26978139.853665784,1935936.9888010398
132,8452715.654548809,224813.86318561435
133,15223661.998310197,607029.5697416272
134,24438017.898559,1283636.1627729014
135,9987570.512187783,529091.1301687099
136,5837412.256171687,508340.41361607146
137,15602205.01202483,597167.5004006512
138,6003953.931912763,639797.2581717782
139,18685598.289886966,916292.4455403574
140,8062906.670996186,710464.1137019526
141,14422550.45162634,-19876.426644889638
142,12832478.775675468,1051325.9994944986
143,12358518.573525237,401598.50393223204
144,8239076.674770789,700429.1562095471
145,14649380.32239013,1225550.1445563715
146,14975243.232814854,435595.6573560182
147,13914007.19374462,989941.2850112356
148,13456690.47634831,527888.6245810315
149,7442300.57134606,368038.5764385341
150,6347139.080690619,425113.9782097535
151,6391425.682870011,491678.3243213091
152,12881239.455811048,758030.0255804621
153,22693846.308828663,1125800.2666584402
154,5582526.534373249,2290854.5995152774
155,15369701.649605583,1251497.6827930324
156,14574555.298513543,2330731.70233481
157,7744209.944434625,477780.8761446057
158,7796157.4274608,538392.0491332496
159,7765986.659538021,507488.49463725276
160,9077800.541793637,556288.9410478622
161,12443040.185294447,728161.6357444655
162,37994580.22669648,2200037.6267065555
163,20830196.416441,1461334.7793649845
164,23061657.234904654,1624797.853000857
165,13376377.111761367,870480.9695351105
166,15563017.419917377,1140016.3932659086
167,8650010.664673861,534583.0720243445
168,16548100.451340431,1107687.668152254
169,4404176.054631906,228881.59051383426
170,11679289.585946623,1330815.0933508817
171,18658843.61162835,1015311.2131491676
172,13358489.624372646,932797.3778221961
173,15956263.051479638,1236117.6720988043
174,15951268.7723859,1217541.6421050485
175,13681785.787693128,758490.1063661948
176,32422013.324346226,1859784.6324348897
177,9840329.00622919,529758.9028261043
178,6139036.4272862915,1150253.3924350934
179,25533577.744078036,1246461.798746366
180,20385086.194902975,1421961.4042509794
181,19124803.976880036,1127311.5768250674
182,26105317.201912433,1432922.2895030268
183,5058825.075979018,176582.26587969717
184,5132425.372100474,98997.5724479258
185,7339823.651991424,435401.9177798219
186,7345442.4733206285,427625.9575063279
187,7335384.163976815,404343.81096657366
188,14288813.323318057,978951.8774537183
189,8038827.478682024,423298.1131501701
190,17692875.898801275,781093.7675330639
191,7922915.222395516,118099.20640177559
192,20438471.98878101,1509051.2576004192
193,7190585.4744488625,632478.0928661209
194,21919926.893379822,658794.764100872
195,12902254.546852691,618510.8676331956
196,10320329.612476181,51785.6532738395
197,9192999.906772174,257069.82959852926
198,9698011.891328758,852220.8098669462
199,12414749.691809192,641761.6377916392
200,8068746.739894506,481003.44243182335
201,7421982.414021031,573759.7515530819
202,13455737.588734314,3286591.65329583
203,19234937.06952233,924751.0321354829
204,19485350.219725326,1025472.0967089348
205,11358569.737077888,820699.0048515722
206,8677224.175110996,608908.4116235226
207,16504828.512464274,819694.1786513869
208,7460381.732049373,458144.02928989194
209,14066557.09904238,737463.2495052591
210,18213577.442474574,1055771.945980098
211,17820348.462715916,960489.6577327065
212,23441520.501338605,1636251.062888097
213,17896368.259555023,1082108.5519032069
